Price,Location,Area,Amenities,BHK
₹33.0 Cr,"Near Kamala Mill, Worli, Mumbai - South Mumbai, Maharashtra",5343sqft,,5 BHK
₹1.35 Cr,"Raheja vihar nahar maple leaf, Powai, Mumbai - Central Mumbai, Maharashtra",550sqft,,1 BHK
₹5.60 Cr,"Evershine nagar malad west., Evershine Nagar, Mumbai - North Mumbai, Maharashtra",1626sqft,,4 BHK
₹82.0 Lac,"Borivali East, Mumbai - Western Mumbai, Maharashtra",373sqft,,1 BHK
₹2.90 Cr,"Bhandup West, Mumbai, Bhandup West, Mumbai - Central Mumbai, Maharashtra",1077sqft,,4 BHK
₹95.0 Lac,"Kaustubham Coopretive Housing Society Bengali Compound Gokuldham Goregaon East Mumbai Maharashtra 400063, Goregaon East, Mumbai - Western Mumbai, Maharashtra",415sqft,,1 BHK
₹2.99 Cr,"Near Majas Bus Depot, Shyam Nagar, Jogeshwari East, Mumbai, Maharashtra, Jogeshwari East, Mumbai - Western Mumbai, Maharashtra",1100sqft,,3 BHK
₹6.80 Cr,"Matunga West, Mumbai - South Mumbai, Maharashtra",1800sqft,,4 BHK
₹57.0 Lac,"15., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",485sqft,,1 BHK
₹2.96 Cr,"Safal Sai - near Diamond Garden, Chembur, Chembur, Mumbai - Harbour Line, Maharashtra",957sqft,,3 BHK
₹13.0 Cr,"Lodha World View Lower Parel Mumbai Maharashtra, Worli, Mumbai - South Mumbai, Maharashtra",2267sqft,,4 BHK
₹6.60 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1157sqft,,3 BHK
₹2.80 Cr,"Kandivali West, Mumbai - Western Mumbai, Maharashtra",1100sqft,,3 BHK
₹1.11 Cr,"Kanjurmarg West, Mumbai - Central Line, Maharashtra",446sqft,,1 BHK
₹2.82 Cr,"Kandivali East, Mumbai, Kandivali East, Mumbai - Western Mumbai, Maharashtra",1121sqft,,3 BHK
₹8.32 Cr,"omkar alta monte, Malad East, Mumbai - Western Mumbai, Maharashtra",4056sqft,,5 BHK
₹5.55 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",944sqft,,2 BHK
₹5.66 Cr,"Ishwarlal Park, Vile Parle West, Mumbai - Western Mumbai, Maharashtra",1415sqft,,4 BHK
₹3.90 Cr,"13th Floor, Green Ridge, Link Road, Near Chikuwadi, Borivali West, Borivali West, Mumbai - Western Mumbai, Maharashtra",1350sqft,,3 BHK
₹5.35 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1055sqft,,3 BHK
₹1.0 Cr,"Kandivali West, Mumbai, Kandivali West, Mumbai - Western Mumbai, Maharashtra",420sqft,,1 BHK
₹10.90 Cr,"Chembur, Mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",2258sqft,,4 BHK
₹2.0 Cr,"Borivali East, Mumbai - Western Mumbai, Maharashtra",877sqft,,3 BHK
₹34.0 Cr,"Mumbai, Breach Candy, Mumbai - South Mumbai, Maharashtra",3700sqft,,5 BHK
₹20.0 Cr,"Chitrakar Dhurandhar Road, Khar West, Mumbai, Maharashtra, India., Khar West, Mumbai - Western Mumbai, Maharashtra",3600sqft,,6 BHK
₹21.0 Cr,"Andheri West, Mumbai, Andheri West, Mumbai - Western Mumbai, Maharashtra",3900sqft,,5 BHK
₹1.70 Cr,"Off. Chandivali Farm Road, Near Nahar International School, Chandivali, Mumbai, Chandivali, Mumbai - Central Mumbai, Maharashtra",650sqft,,2 BHK
₹1.70 Cr,"Ram krupa CHS.Mathuradas road.Dveji bhimji lane.Kandivali west., Kandivali, Mumbai - Western Mumbai, Maharashtra",668sqft,,2 BHK
₹2.90 Cr,"Worli Hill Road Siddharth Nagar Mumbai Maharashtra, Mumbai, Worli Hill, Mumbai - South Mumbai, Maharashtra",580sqft,,1 BHK
₹1.25 Cr,"New link road, near oshiwara metro station, andheri west., JVPD Scheme, Mumbai - Western Mumbai, Maharashtra",425sqft,,1 BHK
₹1.15 Cr,"Mira Road, Mumbai., Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",660sqft,,2 BHK
Call for Price,"Four Bungalows, Andheri West 400053, 4 Bunglows, Mumbai - Western Mumbai, Maharashtra",3400sqft,,4 BHK
₹14.75 Cr,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, Maharashtra",2405sqft,,5 BHK
₹1.82 Cr,"Chandivali, Mumbai, Chandivali, Mumbai - Central Mumbai, Maharashtra",615sqft,,2 BHK
₹7.0 Cr,"Chembur East, Mumbai, Maharashtra",2300sqft,,3 BHK
₹2.70 Cr,"Wadala East, Mumbai - South Mumbai, Maharashtra",650sqft,,2 BHK
₹90.0 Lac,"Asalfa, Mumbai - Central Line, Maharashtra",470sqft,,1 BHK
₹2.25 Cr,"Seema Rajdhani Apartment Building No 14 Pant Nagar Ghatkopar East Mumbai Maharashtra 400075, Pant Nagar, Mumbai - Central Line, Maharashtra",860sqft,,3 BHK
₹1.25 Cr,"Jogeshwari East, Mumbai, Jogeshwari East, Mumbai - Western Mumbai, Maharashtra",410sqft,,1 BHK
₹1.76 Cr,"Arkade Earth Indira Nagar Kanjurmarg East Mumbai Maharashtra 400042, Kanjurmarg East, Mumbai - Central Mumbai, Maharashtra",682sqft,,2 BHK
₹1.45 Cr,"Sheetal Airwings Sunder Nagar Rd Number 1 Mhada Colony Vidya Nagari Kalina Santacruz East Mumbai Maharashtra 400098, Sundar Nagar - Kalina, Mumbai - Western Mumbai, Maharashtra",435sqft,,1 BHK
₹3.25 Cr,"Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",968sqft,,3 BHK
₹1.49 Cr,"Goregaon East, Mumbai - Western Mumbai, Maharashtra",820sqft,,2 BHK
₹4.0 Cr,"Mindspace Malad West, Malad West, Mumbai - Western Mumbai, Maharashtra",1470sqft,,3 BHK
₹7.0 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1650sqft,,4 BHK
₹70.0 Lac,"Malad West, Malad West, Mumbai - Western Mumbai, Maharashtra",600sqyrdsqft,,2 BHK
₹6.45 Cr,"Bellagio Sales office, Powai, Mumbai, Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",1614sqft,,4 BHK
₹1.28 Cr,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, Maharashtra",975sqft,,3 BHK
₹6.50 Cr,"Borivali East, Mumbai - Western Mumbai, Maharashtra",2650sqft,,6 BHK
₹1.39 Cr,"Andheri East, Mumbai, Marol Naka Junction, Mumbai - Western Mumbai, Maharashtra",590sqft,,1 BHK
₹44.5 Lac,"kalyan, Kalyan, Mumbai - Around Mumbai, Maharashtra",462sqft,,1 BHK
₹17.0 Cr,"Mahalakshmi, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",,,7 BHK
₹38.0 Cr,"Lower Parel, Mumbai - South Mumbai, Maharashtra",5500sqft,,5 BHK
₹5.0 Cr,"Omkar Veda Eknath Ghadi Marg Parel Mumbai Maharashtra 400012, Parel, Mumbai - South Mumbai, Maharashtra",1140sqft,,3 BHK
₹2.49 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",975sqft,,3 BHK
₹13.95 Cr,"Devidas Lane, Borivali West, Mumbai - Western Mumbai, Maharashtra",2300sqft,,4 BHK
₹2.95 Cr,"Goregaon West, Mumbai, Goregaon West, Mumbai - Western Mumbai, Maharashtra",902sqft,,3 BHK
₹2.25 Cr,"Chembur east, Chembur, Mumbai - Harbour Line, Maharashtra",1000sqft,,2 BHK
Call for Price,"999., Hiranandani Gardens, Mumbai - Central Mumbai, Maharashtra",3600sqft,,5 BHK
₹4.89 Cr,"Matunga west Near Shivaji Park, Matunga, Mumbai - South Mumbai, Maharashtra",1140sqft,,3 BHK
₹4.50 Cr,"Khar West, Mumbai - Western Mumbai, Maharashtra",771sqft,,2 BHK
₹3.80 Cr,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",2300sqft,,4 BHK
₹2.95 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1385sqft,,3 BHK
₹1.99 Cr,"Bay Vue Rathodi village, marve road Malad - West, Mumbai-400095, Malad West, Mumbai - Western Mumbai, Maharashtra",999sqft,,3 BHK
₹15.0 Cr,"Dongarishi Road, Walkeshwar, Mumbai - South Mumbai, Maharashtra",1965sqft,,4 BHK
₹4.26 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1031sqft,,3 BHK
₹5.55 Cr,"Krisna vatika marg, gokuldham, goregaon east., Goregaon East, Mumbai - Western Mumbai, Maharashtra",1900sqft,,4 BHK
₹1.06 Cr,"Mira Road East, Mira Road East, Mumbai, Maharashtra",702sqft,,2 BHK
₹2.10 Cr,"Andheri East - Mumbai., Andheri East, Mumbai - Western Mumbai, Maharashtra",500sqft,,2 BHK
₹8.75 Cr,"Dadar East, Mumbai, Dadar East, Mumbai - South Mumbai, Maharashtra",2500sqft,,4 BHK
₹1.40 Cr,"Unnat Nagar, Off S V Road, Goregaon West, Mumbai - Western Mumbai, Maharashtra",450sqft,,1 BHK
₹1.80 Cr,"B 701 Paras The Golden Touch, M.G. Road, Off Link Road, Next to Croma, Kandivali West, Mumbai 400067, Kandivali West, Mumbai - Western Mumbai, Maharashtra",605sqft,,2 BHK
₹4.0 Cr,"Raghuviir CHSL Chamunda Circle, Mumbai, Maharashtra",1050sqft,,3 BHK
₹12.50 Cr,"Dr E Moses Rd, Worli Naka, Upper Worli, Worli, Mumbai, Maharashtra 400018",2257sqft,,4 BHK
₹11.03 Cr,"Mahalaxmi Race Course, Mahalakshmi, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",2397sqft,,5 BHK
₹2.85 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",1049sqft,,3 BHK
₹1.20 Cr,"Mumbai, Maharashtra",1100sqft,,4 BHK
₹11.25 Cr,"Mahalakshmi, Mumbai, Mahalakshmi, Mumbai - South Mumbai, Maharashtra",2058sqft,,4 BHK
₹6.10 Cr,"nahar Amrit shakti, Chandivali, Mumbai - Central Mumbai, Maharashtra",1500sqft,,4 BHK
₹92.0 Lac,"Skyline nehru nagar kurla east., Nehru Nagar-Kurla, Mumbai - Harbour Line, Maharashtra",430sqft,,1 BHK
₹1.55 Cr,"Sai Siddhi Tower near ghatkopar and metro station, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",750sqft,,2 BHK
₹9.85 Cr,"Phonix Towers Senapati Bapat Marg Lower Parel Mumbai Maharashtra 400013, Lower Parel West, Mumbai - South Mumbai, Maharashtra",1685sqft,,3 BHK
₹2.65 Cr,"A202, Sahyog Apartment, Vile Parle West, Mumbai - Western Mumbai, Maharashtra",683sqft,,2 BHK
₹2.65 Cr,"Oberoi Eternia LBS Road Mulund West Mumbai Maharashtra 400080, Mulund West, Mumbai - Central Mumbai, Maharashtra",912sqft,,3 BHK
₹2.95 Cr,"Sewri-Chembur Road, Off, Eastern Fwy, near IMax Dome, Wadala, Mumbai, Maharashtra, Wadala East, Mumbai - South Mumbai, Maharashtra",957sqft,,2 BHK
₹11.50 Cr,"Lower Parel, Mumbai, Lower Parel, Mumbai - South Mumbai, Maharashtra",2500sqft,,6 BHK
₹9.05 Cr,"Chembur, Mumbai - Harbour Line, Maharashtra",1465sqft,,3 BHK
₹6.10 Cr,"ES Patanwala Marg, Byculla East, Byculla, Mumbai, Maharashtra 400010, Byculla, Mumbai - South Mumbai, Maharashtra",,,4 BHK
₹1.70 Cr,"velentine apartment vi, opposite Lalani building Malad east mumbai- 400097, Goregaon East, Mumbai - Western Mumbai, Maharashtra",675sqft,,2 BHK
₹5.25 Cr,"s v road, Santacruz West, Mumbai - Western Mumbai, Maharashtra",1180sqft,,3 BHK
₹2.95 Cr,"Versova Sea Side Cooperative Housing Society LTD Jai Prakash Road Versova Andheri West Mumbai Maharashtra 400061, Versova, Mumbai - Western Mumbai, Maharashtra",675sqft,,1 BHK
₹6.44 Cr,"Near Kandivali Station, Kandivali West, Kandivali West, Mumbai - Western Mumbai, Maharashtra",1788sqft,,4 BHK
₹40.0 Cr,"Carmichael Rd, Gowalia Tank, Altamount Road, Mumbai - South Mumbai, Maharashtra",4122sqft,,5 BHK
₹2.30 Cr,"Chembur, Mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",735sqft,,2 BHK
₹1.05 Cr,"Dahisar West, Mumbai, Leo Peter Wadi, Mumbai - Western Mumbai, Maharashtra",450sqft,,1 BHK
₹2.15 Cr,"Off L.B.S Marg Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",815sqft,,3 BHK
₹91.0 Lac,"Ghatkopar East, Mumbai, Pant Nagar, Mumbai - Central Line, Maharashtra",453sqft,,1 BHK
₹14.25 Cr,"Madhuli Apartments, Worli, Mumbai - South Mumbai, Maharashtra",1400sqft,,3 BHK
₹1.0 Cr,"Pydhonie, Mumbai - South Mumbai, Maharashtra",935sqft,,3 BHK
₹7.50 Cr,"Breach Candy, Mumbai - South Mumbai, Maharashtra",1250sqft,,2 BHK
₹35.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",9500sqft,,7 BHK
₹14.60 Cr,"Gokhale Rd S, Prabhadevi, Mumbai, Maharashtra, Prabhadevi, Mumbai - South Mumbai, Maharashtra",2100sqft,,4 BHK
₹5.25 Cr,"Wadala East, Mumbai, Wadala East, Mumbai - South Mumbai, Maharashtra",1577sqft,,4 BHK
₹1.61 Cr,"Jogeshwari East, Mumbai, Jogeshwari East, Mumbai - Western Mumbai, Maharashtra",767sqft,,2 BHK
₹28.60 Cr,"Pandurang Budhkar Marg, Century Mills, Worli, Mumbai, Maharashtra, Worli, Mumbai - South Mumbai, Maharashtra",3776sqft,,6 BHK
₹3.30 Cr,"thakur complex kandivali east, Kandivali East, Mumbai - Western Mumbai, Maharashtra",1254sqft,,3 BHK
₹20.0 Cr,"Off sv road., Khar West, Mumbai - Western Mumbai, Maharashtra",3000sqft,,5 BHK
₹10.25 Cr,"ES Patanwala Marg, Byculla East, Byculla, Mumbai, Maharashtra 400010, Byculla East, Mumbai - South Mumbai, Maharashtra",2080sqft,,4 BHK
₹7.80 Cr,"Malad East, Mumbai, Kurar Village, Mumbai - North Mumbai, Maharashtra",4059sqft,,5 BHK
₹1.65 Cr,"Satra One, Road Number 2, New, opp. Guru Nanak Park, Shastri Nagar, Goregaon West, Mumbai, Goregaon West, Mumbai - Western Mumbai, Maharashtra",620sqft,,2 BHK
₹2.40 Cr,"Haji Bapu Rd Malad East near Mahindra school, Malad East, Mumbai - Western Mumbai, Maharashtra",869sqft,,3 BHK
₹2.85 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",975sqft,,3 BHK
₹1.54 Cr,"Dahisar East, Mumbai, Dahisar East, Mumbai - Western Mumbai, Maharashtra",623sqft,,2 BHK
₹14.0 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",2059sqft,,4 BHK
₹18.0 Cr,"Off sv road., North Ave, Mumbai - Western Mumbai, Maharashtra",3250sqft,,5 BHK
₹1.20 Cr,"ghatkopar, Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",500sqft,,1 BHK
₹81.5 Lac,"1203., Gavan Pada, Mumbai - Central Line, Maharashtra",400sqft,,1 BHK
₹8.50 Cr,"Borivali west near WE Highway, Borivali East, Mumbai - Western Mumbai, Maharashtra",2100sqft,,5 BHK
₹28.50 Cr,"Sunteck Signia Island, Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",5000sqft,,5 BHK
₹6.70 Cr,"Kandivali West, Mumbai, Mahatama Gandhi Road Amrut Nagar, Mumbai - North Mumbai, Maharashtra",1979sqft,,5 BHK
₹3.40 Cr,"Santacruz West, Mumbai - Western Mumbai, Maharashtra",1000sqft,,3 BHK
₹5.75 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1092sqft,,3 BHK
₹14.83 Cr,"866, B2, JP Rd, Sahayog Nagar, Four Bungalows, Andheri West, Mumbai, Maharashtra, 4 Bunglows, Mumbai - Western Mumbai, Maharashtra",3190sqft,,4 BHK
₹38.0 Lac,"Virar West, Mumbai, Bolinj, Mumbai - Mira Road and Beyond, Maharashtra",473sqft,,1 BHK
₹6.99 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",1356sqft,,3 BHK
₹1.20 Cr,"Mumbai, Maharashtra",850sqft,,2 BHK
₹2.80 Cr,"Borivali West, Mumbai - Western Mumbai, Maharashtra",892sqft,,3 BHK
₹12.70 Cr,"Lodha Adrina, Lodha Park, P.B Marg, Opp Bombay Dyeing, Worli, Mumbai",2103sqft,,5 BHK
₹12.35 Cr,"Grant Rd East, Nr Sheetal Showroom, Grant Road, Mumbai - South Mumbai, Maharashtra",2762sqft,,4 BHK
₹3.25 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",802sqft,,2 BHK
₹1.95 Cr,"Centrio, Off Eastern Freeway, Opp RBK International School, PL Lokhande Marg, Govandi, Mumbai Harbour, Mumbai., Eastern Express Highway, Mumbai - Harbour Line, Maharashtra",925sqft,,2 BHK
₹11.85 Cr,"Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",1721sqft,,3 BHK
₹5.75 Cr,"Subhash road., Vile Parle East, Mumbai - Western Mumbai, Maharashtra",1300sqft,,3 BHK
₹99.0 Lac,"Shantilal Modi Road, Opp- KES collage, Kandivali. W. Mumbai- 400067., Dahanukar Wadi, Mumbai - North Mumbai, Maharashtra",425sqft,,1 BHK
₹56.0 Lac,"royal palms Goregaon east, Goregaon East, Mumbai - Western Mumbai, Maharashtra",390sqft,,1 BHK
₹3.0 Cr,"Ansa Industrial Estate, Chandivali, Andheri East, Mumbai, Maharashtra 400072, Chandivali, Mumbai - Central Mumbai, Maharashtra",984sqft,,3 BHK
₹8.25 Cr,Ajemea Ilnad Treaon 1703 Bhakti Park Wadala Mumbai Maharashtra 400037,2238sqft,,4 BHK
₹18.0 Cr,"Prabhadevi, Mumbai, Prabhadevi, Mumbai - South Mumbai, Maharashtra",3000sqft,,5 BHK
₹38.45 Cr,"Lower Parel, Mumbai - South Mumbai, Maharashtra",5445sqft,,5 BHK
₹2.52 Cr,"Near Orlem Church, Malad West, Mumbai, Orlem, Mumbai - North Mumbai, Maharashtra",1308sqft,,3 BHK
₹25.0 Cr,"JVPD Scheme, JVPD Scheme, Mumbai - Western Mumbai, Maharashtra",4500sqft,,5 BHK
₹35.0 Lac,"C703, Agarwal Solitaire, Virar West, Virar, Mumbai - Mira Road and Beyond, Maharashtra",35sqmsqft,,1 BHK
₹6.86 Cr,"Mulund West, Mumbai, Mulund West, Mumbai - Central Mumbai, Maharashtra",2543sqft,,6 BHK
₹5.25 Cr,"worli, Worli, Mumbai - South Mumbai, Maharashtra",1256sqft,,3 BHK
₹2.0 Cr,"Kanjurmarg East, Mumbai, Kanjurmarg East, Mumbai - Central Mumbai, Maharashtra",795sqft,,2 BHK
₹1.60 Cr,"Malad East, Malad East, Mumbai - Western Mumbai, Maharashtra",600sqft,,2 BHK
₹3.0 Cr,"Vile Parle East, Mumbai - Western Mumbai, Maharashtra",650sqft,,2 BHK
₹1.30 Cr,"Neelam Project, Nr. Kelkar College, Tata Colony, Mulund East, Tata Colony - Sant Dnyaneshwar Nagar, Mumbai - Central Line, Maharashtra",615sqft,,2 BHK
₹30.0 Lac,"Nalasopara West, Mumbai - Mira Road and Beyond, Maharashtra",600sqft,,1 BHK
₹1.17 Cr,"Goregaon East, Mumbai, Goregaon East, Mumbai - Western Mumbai, Maharashtra",950sqft,,4 BHK
₹15.40 Cr,"Marine Lines, Mumbai, Sonapur - Marine Lines, Mumbai - South Mumbai, Maharashtra",2840sqft,,6 BHK
₹1.80 Cr,"Anjali CHS Plot No 47 Road No 2 Air Force Quarters Sion East Mumbai Maharashtra 400022, Sion, Mumbai - South Mumbai, Maharashtra",700sqft,,2 BHK
₹1.75 Cr,"Vikhroli East, Mumbai, Vikhroli East, Mumbai - Central Mumbai, Maharashtra",510sqft,,1 BHK
₹7.61 Cr,"Malad West, Mumbai, Maharashtra",1655sqft,,4 BHK
₹7.60 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1530sqft,,4 BHK
₹2.25 Cr,"Kandivali East, Mumbai, Lokhandwala Twp, Mumbai - Western Mumbai, Maharashtra",850sqft,,3 BHK
₹6.50 Cr,"Chembur, Mumbai, Maharashtra, India., Chembur, Mumbai - Harbour Line, Maharashtra",2100sqft,,4 BHK
₹3.0 Cr,"Mulund West, Mumbai, Moti Nagar, Mumbai - Central Line, Maharashtra",1090sqft,,3 BHK
₹9.50 Cr,"seven bungalows, Seven Bungalows, Mumbai - Western Mumbai, Maharashtra",2340sqft,,5 BHK
₹95.0 Lac,"Kandivali West, Mumbai - Western Mumbai, Maharashtra",400sqft,,1 BHK
₹2.90 Cr,"Dukes Wadhwa Chembur, Chembur, Mumbai - Harbour Line, Maharashtra",698sqft,,2 BHK
₹1.70 Cr,"Dr Shubhash Chowk, Mumbai - Central Line, Maharashtra",780sqft,,2 BHK
₹1.65 Cr,"summerset chs., charkop gaon, kandivali west, Charkop Gaon, Mumbai - North Mumbai, Maharashtra",680sqft,,2 BHK
₹3.40 Cr,"1401., Pirojshah Nagar, Mumbai - Central Line, Maharashtra",797sqft,,2 BHK
₹4.20 Cr,"Chembur, Mumbai - Harbour Line, Maharashtra",750sqft,,4 BHK
₹2.45 Cr,"b30?, Lokhandwala Complex, Mumbai - Western Mumbai, Maharashtra",840sqft,,2 BHK
₹30.0 Lac,"A Wing B wing shivaji nagar or sai dham gurukrupa building sectond floor room 29 mumbai 400604, Shivaji Nagar - Aarey Milk Colony, Mumbai - North Mumbai, Maharashtra",320sqft,,1 BHK
₹1.20 Cr,"near station road, Mulund West, Mumbai - Central Mumbai, Maharashtra",450sqft,,1 BHK
₹3.50 Cr,"Powai, Mumbai - Central Mumbai, Maharashtra",1585sqft,,4 BHK
₹9.0 Cr,"near Oberoi mall close to dindoshi bus depo, Goregaon East, Mumbai - Western Mumbai, Maharashtra",3000sqft,,5 BHK
₹1.72 Cr,"near thakur village last bus stop, Thakur Village, Mumbai - North Mumbai, Maharashtra",808sqft,,3 BHK
₹4.66 Cr,"Wadala East, Antophill Mumbai, Wadala East, Mumbai - South Mumbai, Maharashtra",,,4 BHK
₹1.30 Cr,"Sion, Mumbai, Sion, Mumbai - South Mumbai, Maharashtra",418sqft,,1 BHK
₹13.50 Cr,"Dadar West near shiv sena bhavan, Dadar West, Mumbai - South Mumbai, Maharashtra",1870sqft,,4 BHK
₹6.50 Cr,"5004, Kanchpada, Mumbai - North Mumbai, Maharashtra",1650sqft,,4 BHK
₹1.45 Cr,"Dahisar East, Mumbai - Western Mumbai, Maharashtra",575sqft,,2 BHK
₹64.0 Cr,"N S Rd Number 5, near Kishore Kumar Baug, Juhu, Mumbai - Western Mumbai, Maharashtra","15,000sqft",,8 BHK
₹38.30 Cr,"Lower Parel, Mumbai - South Mumbai, Maharashtra",5445sqft,,5 BHK
₹75.0 Cr,"Worli, Mumbai - South Mumbai, Maharashtra",6500sqft,,6 BHK
₹5.0 Cr,"1st floor flat no 1 Prashanti Building north avenue road santacruz west, Santacruz West, Mumbai - Western Mumbai, Maharashtra",700sqft,,2 BHK
₹2.90 Cr,"Andheri West, Mumbai - Western Mumbai, Maharashtra",943sqft,,3 BHK
₹1.90 Cr,"Wadala East, Mumbai - South Mumbai, Maharashtra",960sqft,,2 BHK
₹6.50 Cr,"Andheri West, Mumbai, Milat Nagar, Mumbai - Western Mumbai, Maharashtra",1604sqft,,4 BHK
₹27.50 Cr,"West avenue., Santacruz West, Mumbai - Western Mumbai, Maharashtra",5000sqft,,7 BHK
₹38.0 Lac,"Virar West, Mumbai, Virar West, Mumbai - Mira Road and Beyond, Maharashtra",511sqft,,1 BHK
₹2.70 Cr,"Marol, Mumbai - Western Mumbai, Maharashtra",1113sqft,,3 BHK
₹40.0 Lac,"Virar West, Mumbai - Mira Road and Beyond, Maharashtra",856sqft,,2 BHK
₹10.80 Cr,"Ghatkopar East, Mumbai - Central Mumbai, Maharashtra",2100sqft,,5 BHK
₹14.0 Cr,"Bhavya Heights, G D Ambekar Rd, Wadala West, Wadala, Mumbai, Maharashtra 400031, Wadala, Mumbai - South Mumbai, Maharashtra",4000sqft,,6 BHK
₹2.20 Cr,"kurla west, Kurla West, Mumbai - Central Mumbai, Maharashtra",875sqft,,3 BHK
₹7.11 Cr,"Wadala, Mumbai, Wadala, Mumbai - South Mumbai, Maharashtra",2467sqft,,4 BHK
₹95.0 Lac,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",750sqft,,2 BHK
₹7.50 Cr,"Bandra East, Mumbai., Bandra Kurla Complex, Mumbai - Western Mumbai, Maharashtra",1950sqft,,4 BHK
₹22.50 Cr,"Santacruz West, Mumbai., Santacruz West, Mumbai - Western Mumbai, Maharashtra",3500sqft,,5 BHK
₹4.80 Cr,"Sewri, Mumbai, Sewri, Mumbai - South Mumbai, Maharashtra",1200sqft,,3 BHK
₹19.0 Cr,"Worli, Worli, Mumbai - South Mumbai, Maharashtra",5500sqft,,5 BHK
₹10.0 Cr,"Parsi Colony, Dadar East, Mumbai - South Mumbai, Maharashtra",2100sqft,,4 BHK
₹8.75 Cr,"Borivali East, Mumbai, Datta Pada, Mumbai - North Mumbai, Maharashtra",2146sqft,,6 BHK
₹4.15 Cr,"Parel, Mumbai - South Mumbai, Maharashtra",1187sqft,,3 BHK
₹95.0 Lac,"Chembur, Mumbai, Chembur, Mumbai - Harbour Line, Maharashtra",430sqft,,1 BHK
₹2.64 Cr,"4th floor, Sai Astha, Cross rd. no. 1, Opposite Gulmohar Eye Clinic, Ashok Nagar, Kandivali East, Mumbai., Ashok Nagar, Mumbai - Central Line, Maharashtra",1135sqft,,3 BHK
₹1.45 Cr,"Garodia Nupur CHSL, Garodia Nagar, Ghatkopar E Mumbai 400 077, Garodia Nagar, Mumbai - Central Line, Maharashtra",,,1 BHK
₹4.50 Cr,"Malad West, Mumbai, Malad West, Mumbai - Western Mumbai, Maharashtra",1410sqft,,4 BHK
₹7.50 Cr,"lodha marquise worli lower parel west, Worli, Mumbai - South Mumbai, Maharashtra",1542sqft,,4 BHK
₹4.50 Cr,"102 sagar Sangeet, Juhu, Mumbai - Western Mumbai, Maharashtra",950sqft,,2 BHK
₹2.70 Cr,"Indira Apartment Plot No 13 Carmichael Road Tardeo Mumbai Maharashtra 400026, Cumballa Hill, Mumbai - South Mumbai, Maharashtra",450sqft,,1 BHK
₹1.56 Cr,"Chembur East, Mumbai, Maharashtra",445sqft,,1 BHK
₹25.0 Cr,"Bandra West, Mumbai, Bandra West, Mumbai - Western Mumbai, Maharashtra",4000sqft,,4 BHK
₹1.55 Cr,"203., Goregaon East, Mumbai - Western Mumbai, Maharashtra",515sqft,,2 BHK
₹96.0 Lac,"Mira Road, Mumbai, Mira Road, Mumbai - Mira Road and Beyond, Maharashtra",495sqft,,1 BHK
₹1.42 Cr,"bhavani Nagar Marol, Andheri East, Mumbai - Western Mumbai, Maharashtra",475sqft,,1 BHK
₹5.50 Cr,"Worli, Mumbai, Worli, Mumbai - South Mumbai, Maharashtra",1092sqft,,3 BHK
₹8.25 Cr,"LT Emerald Isle Powai, Powai lake, Mumbai - Central Line, Maharashtra",2200sqft,,4 BHK
